scenario,gdp_prediction,year,zip_code,total_permits_adjustment,residential_permits_adjustment,commercial_permits_adjustment,retail_permits_adjustment,total_construction_cost_adjustment,residential_construction_cost_adjustment,commercial_construction_cost_adjustment,retail_construction_cost_adjustment,gdp_impact,gdp_impact_pct
neutral,640545.6302458871,2015,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
