scenario,gdp_prediction,year,zip_code,total_permits_adjustment,residential_permits_adjustment,commercial_permits_adjustment,retail_permits_adjustment,total_construction_cost_adjustment,residential_construction_cost_adjustment,commercial_construction_cost_adjustment,retail_construction_cost_adjustment,gdp_impact,gdp_impact_pct
optimistic,770532.2437087896,2021,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60647,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60649,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60651,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60652,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60653,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60654,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60655,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60656,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60657,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60659,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60660,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60661,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60707,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
optimistic,640545.6302458871,2015,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-94597.33743931202,-12.867883064593254
optimistic,654044.8000474063,2016,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-81098.16763779277,-11.031618501793295
optimistic,674570.4355439352,2017,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-60572.532141263946,-8.239558127311387
optimistic,707912.1877856536,2018,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-27230.77989954548,-3.7041475055238693
optimistic,728632.1004720104,2019,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-6510.867213188671,-0.8856600007601134
optimistic,700009.3018125885,2020,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,-35133.66587261064,-4.77916098187523
optimistic,770532.2437087896,2021,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,35389.27602359047,4.813931109893277
optimistic,845183.1179048852,2022,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,110040.1502196861,14.968537421527394
optimistic,894856.8916456371,2023,60827,1.2,1.25,1.15,1.2,1.3,1.35,1.25,1.3,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
